CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,RFM_Sum,Rule_Segment,KMeans_Cluster,PCA1,PCA2
12429,9,8,7485.91,5,4,5,545,14,Champions (Top Tier),0,2.096737462033279,-0.3257047009961967
12430,43,1,256.4,4,1,1,411,6,New / Promising,3,-0.9960448603695642,-1.0679368707500843
12431,36,27,10857.97,4,5,5,455,14,Champions (Top Tier),0,2.701032286467007,0.9226713946540578
12432,43,5,5059.32,4,4,5,445,13,Champions (Top Tier),2,1.1378559739549865,0.2258144385878819
12433,1,10,20581.26,5,5,5,555,15,Champions (Top Tier),0,3.210333434042269,-0.8372343640413259
12434,85,3,1103.43,3,3,3,333,9,Loyal Customers,2,-0.05041384912673067,-0.008602914082531948
12435,80,6,13925.93,3,4,5,345,12,Loyal Customers,0,1.498551745235731,0.9218916393388294
12436,100,1,509.01,3,1,2,312,6,Need Attention,1,-0.967264991228209,-0.4049345133135285
12437,2,39,12683.4,5,5,5,555,15,Champions (Top Tier),0,3.853221518194477,-0.28595060468111094
12438,14,2,2906.85,5,2,4,524,11,New / Promising,3,0.7161847268881926,-0.7873015459575332
12439,683,2,1158.18,1,2,3,123,6,Need Attention,2,-0.9194375371230056,1.0443021010731905
12440,462,2,859.2,1,2,3,123,6,Need Attention,1,-0.923020023390168,0.7397697517856476
12441,367,1,347.1,2,1,2,212,5,Hibernating / Churned,1,-1.5516262768012115,0.19388083227676176
12442,3,1,172.06,5,1,1,511,7,New / Promising,3,-0.3932376360923883,-2.509361642354126
12443,732,1,485.31,1,1,2,112,4,Hibernating / Churned,1,-1.6290067309900622,0.6740297200490215
12444,21,5,5005.46,4,4,5,445,13,Champions (Top Tier),0,1.3573816191203087,-0.15970191754774032
12445,22,2,434.98,4,2,2,422,8,New / Promising,3,-0.24770453954181204,-1.1195723287784611
12446,58,1,1002.31,4,1,3,413,8,New / Promising,3,-0.49899217746697044,-0.4988976624240418
12447,243,1,476.49,2,1,2,212,5,Hibernating / Churned,1,-1.2812096000276394,0.06184576135417783
12448,44,1,449.45,4,1,2,412,7,New / Promising,3,-0.7598216840307815,-0.8880225227647518
12449,22,6,4835.89,4,4,5,445,13,Champions (Top Tier),0,1.445583951227171,-0.08907409502987572
12450,156,5,688.2,3,4,3,343,10,Loyal Customers,2,-0.1410076180153342,0.33063760305500184
12451,11,8,12669.88,5,4,5,545,14,Champions (Top Tier),0,2.2667004771961206,-0.06764178833091915
12452,17,2,430.57,5,2,2,522,9,New / Promising,3,-0.17284921720537397,-1.257815741447259
12453,134,1,707.09,3,1,3,313,7,Need Attention,1,-0.9183326654027413,-0.1466687377488152
12454,56,5,16679.78,4,4,5,445,13,Champions (Top Tier),0,1.5731383466467646,0.7256615610667634
12455,73,10,5879.95,3,5,5,355,13,Loyal Customers,0,1.4974095521813349,0.7794130897769704
12456,44,3,3181.04,4,3,5,435,12,Loyal Customers,2,0.6194888339141608,-0.04907406107452518
12457,66,8,2995.91,3,4,5,345,12,Loyal Customers,2,1.0831764363185035,0.44934991859353085
12458,71,4,1777.49,3,3,4,334,10,Loyal Customers,2,0.38454495086908774,0.11769281616494508
12459,605,1,454.36,1,1,2,112,4,Hibernating / Churned,1,-1.5960815284126508,0.5494020804225848
12460,456,1,326.65,1,1,2,112,4,Hibernating / Churned,1,-1.6480233153495192,0.29522565622730906
12461,94,2,826.88,3,2,3,323,8,Need Attention,2,-0.42742540400855145,-0.1452846816755928
12462,19,2,1189.59,5,2,3,523,10,New / Promising,3,0.23460769088738653,-0.8959334570299777
12463,53,4,1344.78,4,3,4,434,11,Loyal Customers,2,0.35628545297685765,-0.12443664582300311
12464,10,8,1212.05,5,4,3,543,12,Loyal Customers,3,1.2740131425045773,-0.817951937958192
12465,17,2,742.19,5,2,3,523,10,New / Promising,3,0.06363977726864073,-1.0951141716284507
12466,682,1,56.73,1,1,1,111,3,Hibernating / Churned,1,-2.5333947656545397,-0.0028673106821847493
12467,423,1,132.8,1,1,1,111,3,Hibernating / Churned,1,-2.013462299230622,-0.014208758924791844
12468,188,5,3670.74,3,4,5,345,12,Loyal Customers,2,0.5268786396226569,0.9337269755542513
12469,523,2,3070.54,1,2,5,125,8,Cant Lose Them (High Spend),2,-0.4092606843301007,1.1890329740578596
12470,690,1,211.95,1,1,1,111,3,Hibernating / Churned,1,-1.969227364310654,0.39428710880254414
12471,2,79,39963.79,5,5,5,555,15,Champions (Top Tier),0,4.881226405153023,0.311303829027809
12472,32,19,17880.59,4,5,5,455,14,Champions (Top Tier),0,2.698427805329954,0.8857146377861521
12473,29,5,3938.55,4,4,5,445,13,Champions (Top Tier),0,1.1527912552684783,-0.06037468821492658
12474,17,31,12424.45,5,5,5,555,15,Champions (Top Tier),0,3.0945532167533885,0.614461797193417
12475,54,2,1149.64,4,2,3,423,9,New / Promising,3,-0.10742036267292639,-0.34819046126396624
12476,16,23,14115.41,5,5,5,555,15,Champions (Top Tier),0,2.9491384225844395,0.5158276569522177
12477,23,9,20276.37,4,5,5,455,14,Champions (Top Tier),0,2.32746383854565,0.49398959972674356
12478,4,1,680.99,5,1,3,513,9,New / Promising,3,0.13128448120615435,-1.9757671002838555
12479,11,1,527.2,5,1,2,512,8,New / Promising,3,-0.2630511836055101,-1.5693875122520857
12480,28,7,5464.85,4,4,5,445,13,Champions (Top Tier),0,1.5256490999900891,0.12425035214779111
12481,23,15,12361.39,4,5,5,455,14,Champions (Top Tier),0,2.4706282351912043,0.5178967233943987
12482,576,29,23691.4,1,5,5,155,11,At Risk (High Frequency),0,2.2046804292980084,2.6965616033311486
12483,17,19,5120.58,5,5,5,555,15,Champions (Top Tier),0,2.3504524184015754,0.17711769250964293
12484,33,12,6370.15,4,5,5,455,14,Champions (Top Tier),0,1.9111874662087607,0.4355752423256664
12485,529,1,708.1,1,1,3,113,5,Need Attention,1,-1.36003006358611,0.6080743864653345
12486,432,1,1037.28,1,1,3,113,5,Need Attention,1,-1.1287370769773106,0.6107303661102811
12487,731,1,285.3,1,1,1,111,3,Hibernating / Churned,1,-1.8590863178343877,0.5146809884646293
12488,10,3,1298.66,5,3,4,534,12,Loyal Customers,3,0.6855188333128024,-1.0941365707289634
12489,336,1,334.93,2,1,2,212,5,Hibernating / Churned,1,-1.5386488885160652,0.13469058324380886
12490,5,21,9823.64,5,5,5,555,15,Champions (Top Tier),0,3.061905897492218,-0.19894379416187596
12491,39,1,460.4,4,1,2,412,7,New / Promising,3,-0.7112771749704158,-0.9457972959310638
12492,63,3,715.21,3,3,3,333,9,Loyal Customers,3,-0.1433018972064612,-0.3012199915590939
12493,166,2,433.74,3,2,2,322,7,Need Attention,1,-0.8901349437065317,-0.02695490028022436
12494,16,9,1872.87,5,5,4,554,14,Champions (Top Tier),0,1.4027923209800777,-0.4091053503547803
12495,641,1,357.4,1,1,2,112,4,Hibernating / Churned,1,-1.7189267567574165,0.5095565676968797
12496,620,2,54.09,1,2,1,121,4,Hibernating / Churned,1,-2.2137324559133176,0.07904650057211926
12497,82,3,6248.5,3,3,5,335,11,Loyal Customers,2,0.7151812905780452,0.4906324771622822
12498,21,3,403.7,4,3,2,432,9,Loyal Customers,3,-0.04630458079958965,-1.061074887622618
12499,560,1,393.72,1,1,2,112,4,Hibernating / Churned,1,-1.6333078455427659,0.4640639709255939
12500,23,19,5955.21,4,5,5,455,14,Champions (Top Tier),0,2.3230970342357256,0.3809847878438578
12501,337,1,2169.39,2,1,4,214,7,Cant Lose Them (High Spend),2,-0.7278064794840087,0.6948339150742019
12502,96,5,3723.87,3,4,5,345,12,Loyal Customers,2,0.7488660126389853,0.5701162212331913
12503,584,1,1126.0,1,1,3,113,5,Need Attention,1,-1.190371608429994,0.8012254454400504
12504,18,4,779.05,5,3,3,533,11,Loyal Customers,3,0.4568245612354808,-0.8638223380031513
12505,409,1,955.2,2,1,3,213,6,Need Attention,1,-1.1469167992355718,0.5559735273902056
12506,233,1,73.5,2,1,1,211,4,Hibernating / Churned,1,-2.07598840480668,-0.517345218042562
12507,134,4,1844.06,3,3,4,334,10,Loyal Customers,2,0.1972256553447852,0.4754091477085589
12508,26,2,398.27,4,2,2,422,8,New / Promising,3,-0.3378346130645295,-1.0574636220055178
12509,284,1,176.5,2,1,1,211,4,Hibernating / Churned,1,-1.7620120910849992,-0.14871059778158402
12510,143,9,5178.02,3,5,5,355,13,Loyal Customers,2,1.1540930195209578,1.0736794294389278
12511,429,1,3084.02,1,1,5,115,7,Cant Lose Them (High Spend),2,-0.6526626103680581,0.932882079152075
12512,66,2,138.03,3,2,1,321,6,Need Attention,1,-1.0907947556177606,-0.8719693124615835
12513,113,1,612.29,3,1,2,312,6,Need Attention,1,-0.9261880877659767,-0.2829507976687258
12514,267,2,1597.76,2,2,4,224,8,Cant Lose Them (High Spend),2,-0.4765042452644129,0.6237498272192341
12515,353,1,383.7,2,1,2,212,5,Hibernating / Churned,1,-1.495582716963794,0.20241486290729221
12516,78,4,2648.62,3,3,4,334,10,Loyal Customers,2,0.5279921328500675,0.28820268930603177
12517,28,5,2502.84,4,4,4,444,12,Champions (Top Tier),3,0.9665486062881419,-0.21474969601256913
12518,1,5,2056.89,5,4,4,544,13,Champions (Top Tier),3,1.7460934087680888,-1.7484217604624699
12519,64,2,726.54,3,2,3,323,8,Need Attention,3,-0.36090394171278845,-0.3932718435423758
12520,79,5,2634.26,3,4,4,344,11,Loyal Customers,2,0.6606170282150391,0.3602500080153578
12521,143,1,599.68,3,1,2,312,6,Need Attention,1,-1.0107846567391723,-0.16031698647026882
12522,39,2,192.72,4,2,1,421,7,New / Promising,3,-0.7796328561843724,-1.05717134789922
12523,19,23,4372.15,5,5,5,555,15,Champions (Top Tier),0,2.3866962634273245,0.2546759592635465
12524,9,17,11126.11,5,5,5,555,15,Champions (Top Tier),0,2.797805697106463,0.04662126781158567
12525,498,3,973.73,1,3,3,133,7,Need Attention,2,-0.673434845223933,0.9237889378779712
12526,1,3,1316.66,5,3,4,534,12,Loyal Customers,3,1.2428627698270676,-2.0302921881497484
12527,82,5,735.51,3,4,3,343,10,Loyal Customers,2,0.09403271548594086,-0.0010564043339731963
12528,9,6,1933.48,5,4,4,544,13,Champions (Top Tier),3,1.3162235874943269,-0.8228059216031229
12529,528,1,316.48,1,1,2,112,4,Hibernating / Churned,1,-1.709061460201628,0.3664831073095955
12530,60,9,3759.26,3,5,5,355,13,Loyal Customers,0,1.2926069311928294,0.5040924734183229
12531,15,2,1933.2,5,2,4,524,11,New / Promising,3,0.5179103434121366,-0.8737543214240584
12532,30,1,349.83,4,1,2,412,7,New / Promising,3,-0.7480413387824106,-1.1683961095319306
12533,628,2,1367.89,1,2,4,124,7,Cant Lose Them (High Spend),2,-0.8199734440271848,1.0478441397512013
12534,131,1,1089.18,3,1,3,313,7,Need Attention,1,-0.7233049776036129,-0.02988770362127985
12535,92,2,716.35,3,2,3,323,8,Need Attention,3,-0.4828961482172824,-0.19991816833209206
12536,43,3,12601.83,4,3,5,435,12,Loyal Customers,2,1.2256347915588832,0.3505513736300548
12537,409,1,732.94,2,1,3,213,6,Need Attention,1,-1.2620193225116305,0.4767843825897338
12538,29,2,640.45,4,2,3,423,9,New / Promising,3,-0.16563064112923367,-0.857432514225165
12539,22,7,11214.75,4,4,5,445,13,Champions (Top Tier),0,1.9133726902942996,0.2115678478792018
12540,20,33,22254.49,4,5,5,455,14,Champions (Top Tier),0,3.3445329729817392,0.8961479550682617
12541,30,3,981.18,4,3,3,433,10,Loyal Customers,3,0.2285545721277443,-0.6065104299777411
12542,484,2,481.88,1,2,2,122,5,Hibernating / Churned,1,-1.1892620856909124,0.5925323769676174
12543,448,1,980.25,1,1,3,113,5,Need Attention,1,-1.1650532188446832,0.6138327053096976
12544,36,1,372.7,4,1,2,412,7,New / Promising,3,-0.7777877175330405,-1.05190376286906
12545,75,2,1000.39,3,2,3,323,8,Need Attention,3,-0.27246503703100067,-0.21140348728721933
12546,47,2,1161.5,4,2,3,423,9,New / Promising,3,-0.05892992910929893,-0.42020603248454824
12547,198,3,383.58,2,3,2,232,7,Need Attention,1,-0.7807604465091207,0.13834282894552372
12548,166,1,95.2,3,1,1,311,5,Need Attention,1,-1.855662196105321,-0.6268798103707522
12549,576,6,1575.68,1,4,4,144,9,At Risk (High Frequency),2,-0.08433680916357095,1.3526953907924053
12550,79,1,964.83,3,1,3,313,7,Need Attention,3,-0.6140370754289074,-0.3423499361000953
12551,358,1,168.0,2,1,1,211,4,Hibernating / Churned,1,-1.8580208739154525,-0.036081449820455455
12552,39,2,437.82,4,2,2,422,8,New / Promising,3,-0.4238583878179827,-0.8124028138141212
12553,8,12,4608.75,5,5,5,555,15,Champions (Top Tier),0,2.200261406621437,-0.39439522070198835
12554,449,1,468.5,1,1,2,112,4,Hibernating / Churned,1,-1.4865140930478122,0.39439358828077303
12555,682,1,129.23,1,1,1,111,3,Hibernating / Churned,1,-2.179426129731912,0.2406588325082198
12556,50,2,603.71,4,2,2,422,8,New / Promising,3,-0.36291285286203145,-0.5824146544616703
12557,16,8,18716.14,5,4,5,545,14,Champions (Top Tier),0,2.3237979875329935,0.2412558330659365
12558,8,1,269.96,5,1,1,511,7,New / Promising,3,-0.46044148876949614,-1.9278769254041068
12559,311,2,561.71,2,2,2,222,6,Hibernating / Churned,1,-0.9800148908680282,0.39501241232136564
12560,5,3,2134.01,5,3,4,534,12,Loyal Customers,3,1.0975310118676898,-1.2798712567197092
12561,303,1,238.85,2,1,1,211,4,Hibernating / Churned,1,-1.6519002178783952,-0.022997356032758823
12562,8,9,4966.92,5,5,5,555,15,Champions (Top Tier),0,2.0327124905860408,-0.4680303807532685
12563,409,1,249.24,2,1,1,211,4,Hibernating / Churned,1,-1.7301949754256565,0.15468519209895853
12564,261,1,456.9,2,1,2,212,5,Hibernating / Churned,1,-1.322457411053237,0.08856348646557075
12565,289,1,145.92,2,1,1,211,4,Hibernating / Churned,1,-1.8499076663387815,-0.19571919192510234
12566,86,1,351.65,3,1,2,312,6,Need Attention,1,-1.07953962708455,-0.5976795729431622
12567,23,15,13709.86,4,5,5,455,14,Champions (Top Tier),0,2.515674375196923,0.54888792325767
12568,645,1,70.0,1,1,1,111,3,Hibernating / Churned,1,-2.4253570287372557,0.028349008728110112
12569,2,32,4124.69,5,5,5,555,15,Champions (Top Tier),0,3.217814993715582,-0.6925737365431459
12570,682,1,77.52,1,1,1,111,3,Hibernating / Churned,1,-2.399566820673337,0.08920469792225501
12571,40,2,519.61,4,2,2,422,8,New / Promising,3,-0.3574800380568651,-0.747621397232129
12572,9,2,1020.42,5,2,3,523,10,New / Promising,3,0.3921071897113961,-1.3241230521549587
12573,227,5,717.41,2,4,3,243,9,At Risk (High Frequency),2,-0.24361692154770026,0.5488505885077182
12574,316,1,218.45,2,1,1,211,4,Hibernating / Churned,1,-1.7041195246224097,-0.026509968920885946
12575,457,2,622.82,1,2,3,123,6,Need Attention,1,-1.0593087875678244,0.637599932345921
12576,36,8,2142.72,4,4,4,444,12,Champions (Top Tier),0,1.1294412756409609,0.02155388998951557
12577,35,8,1653.75,4,4,4,444,12,Champions (Top Tier),2,1.0256573695024769,-0.0710570219476175
12578,21,4,4642.45,4,3,5,435,12,Loyal Customers,3,1.185572931780604,-0.2489703008053184
12579,78,1,440.42,3,1,2,312,6,Need Attention,1,-0.950651872633575,-0.5836737587300932
12580,247,2,1052.9,2,2,3,223,7,Need Attention,2,-0.6327414489482317,0.45622469156976375
12581,40,1,197.71,4,1,1,411,6,New / Promising,3,-1.0858038287475356,-1.1843531926823596
12582,239,4,1980.4,2,3,4,234,9,Need Attention,2,0.04215758768765922,0.8140987294329683
12583,3,27,14447.44,5,5,5,555,15,Champions (Top Tier),0,3.5447962301458253,-0.21885289800645408
12584,4,9,2338.15,5,5,4,554,14,Champions (Top Tier),0,1.8950909406745449,-1.017702833886698
12585,234,2,2040.1,2,2,4,224,8,Cant Lose Them (High Spend),2,-0.32772672746272546,0.6243924767713352
12586,17,4,2062.67,5,3,4,534,12,Loyal Customers,3,0.8976173661343201,-0.6024142568248708
12587,8,1,144.0,5,1,1,511,7,New / Promising,3,-0.7324852643019788,-2.1150397548499984
12588,39,4,958.78,4,3,3,433,10,Loyal Customers,3,0.30627070589477734,-0.39114940848672514
12589,29,8,4695.66,4,4,5,445,13,Champions (Top Tier),0,1.5385268080002559,0.14066054029211836
12590,211,2,9864.26,2,2,5,225,9,Cant Lose Them (High Spend),2,0.3911066790112595,1.0392121185712653
12591,317,3,1352.15,2,3,4,234,9,Need Attention,2,-0.38498652191144134,0.7734751206178714
12592,92,5,2582.66,3,4,4,344,11,Loyal Customers,2,0.6033137795426717,0.43738062993941373
12593,109,3,418.1,3,3,2,332,8,Loyal Customers,1,-0.5516252251594768,-0.16290502481589578
12594,38,15,5090.11,4,5,5,455,14,Champions (Top Tier),0,1.9275937993946637,0.5201146673435162
12595,505,1,299.02,1,1,2,112,4,Hibernating / Churned,1,-1.719296618871683,0.32503247947117014
12596,51,2,618.27,4,2,3,423,9,New / Promising,3,-0.3588409904612486,-0.56458222314327
12597,19,4,3811.22,5,3,5,535,13,Loyal Customers,3,1.1305760491820123,-0.360584642125156
12598,10,11,4534.09,5,5,5,555,15,Champions (Top Tier),0,2.0672056294170456,-0.3178994278763934
12599,29,13,2296.72,4,5,4,454,13,Champions (Top Tier),0,1.5644439550062599,0.088373612093694
12600,29,21,5043.92,4,5,5,455,14,Champions (Top Tier),0,2.251370069580429,0.48924171141554296
12601,190,6,681.26,2,4,3,243,9,At Risk (High Frequency),2,-0.09123990071667254,0.49215383722991257
12602,59,1,153.12,4,1,1,411,6,New / Promising,1,-1.319522021101186,-1.0504023207176056
12603,22,1,739.2,4,1,3,413,8,New / Promising,3,-0.326643763865055,-1.1095353915057151
12604,79,2,254.18,3,2,1,321,6,Need Attention,1,-0.8839189626018417,-0.5923715819746008
12605,376,4,1232.95,2,3,3,233,8,Need Attention,2,-0.30996175501970424,0.9214216335233734
12606,682,1,21.0,1,1,1,111,3,Hibernating / Churned,1,-2.9531553114887306,-0.2916574926825019
12607,60,1,1579.51,3,1,4,314,8,Need Attention,3,-0.3120437130440475,-0.3444745157733843
12608,405,1,415.79,2,1,2,212,5,Hibernating / Churned,1,-1.505050196614172,0.3019930551618129
12609,78,9,3435.86,3,5,5,355,13,Loyal Customers,2,1.1698485844032842,0.6197916667290895
12610,23,5,2099.54,4,4,4,444,12,Champions (Top Tier),3,0.9513363934870682,-0.3717028633170408
12611,52,1,1193.32,4,1,3,413,8,New / Promising,3,-0.3884794598454878,-0.5058822461459609
12612,74,1,704.04,3,1,3,313,7,Need Attention,3,-0.7301056095319202,-0.47216128854908046
12613,57,10,6835.07,4,5,5,455,14,Champions (Top Tier),0,1.6416841228946724,0.6900906828021934
12614,278,1,315.6,2,1,2,212,5,Hibernating / Churned,1,-1.5033490205004278,0.012776183288188633
12615,2,8,5740.98,5,4,5,545,14,Champions (Top Tier),0,2.3706771574299244,-1.0692017823914715
12616,95,3,1131.1,3,3,3,333,9,Loyal Customers,2,-0.07522431035806769,0.05947664301541677
12617,29,1,355.53,4,1,2,412,7,New / Promising,3,-0.7304238564308714,-1.1816572503581295
12618,22,1,177.31,4,1,1,411,6,New / Promising,3,-0.9459704415800604,-1.5356246601374974
